Text,Sentiment
need push diet last level good last week lost 1 lb better gain,Neutral
easy im trying learn serious normaltwo new words,Positive
man daddy left work never see lot miss daddy,Negative
another friday night cancel probably movies ashley,Neutral
today first mothers day little boy hope youre beautiful mothers day,Positive
watching movie 1984 book report im lazy read,Neutral
ill take lookie sound great,Positive
cant believe stay latewaking work tminus 4hours,Negative
thanks joeman,Positive
going bc making break,Negative
_cera awesome,Positive
yeah wanted bottling sanitized good tastes like choc oranges,Positive
eating manderin gone,Negative
sorry hear dog,Negative
miss 16th,Neutral
noooooooooo parrents found stash,Negative
crossfit running todayagitated right leg,Negative
haha balcony seats great theres giant dragon thing glowing red eyes moves wings,Negative
aww know used chat became cool,Neutral
interested watching snl ciara justin timberfake,Positive
har vondt ryggen back hurts,Negative
lmao man bummed stopped braiding,Negative
lame,Negative
want new lappytop site says wont till 69,Neutral
good day im skint,Neutral
ochh ive got blister foot sun today soo sore supose yas dnt care hah thaught tweet anyways,Negative
_ even question whenwhen question,Neutral
know hoping meet tonite found min ago mutual friend cuong h,Neutral
says misses cousins badly,Negative
go last theater lunch im gon na cry,Negative
sad face projectm keeps crashing itunes,Negative
working stores facebook group getting ready relax play 360 im thinking mercenaries 2 tonight likey explosions,Neutral
bday june 19 wack ihavent seen promotions bday party someone better finagle asap,Negative
upset,Negative
picture wont come keeps saying thats nice picture,Neutral
demoing gary burr excited get girls music tape missing tayla,Positive
_addict yeah like super short guess ill hold breath till sunday,Neutral
linda mean last post doesnt sound good,Negative
imagination,Neutral
guys keep voting ask ur followers help 4days left competitions close,Neutral
lol hi emmy latin would help study aptitude tests get grad school thats wan na take,Positive
finally got graduation gear today im excited believe 41 days left aaah sweater cozy,Positive
degree moving dallas hours,Neutral
shares miss niece nephew,Negative
yay live demo rhodes loving euruko,Positive
im craving something salty mouth tired pretzels tho,Negative
omg mms pantry calling name ive ignoring day driving completely insane many calories,Negative
thankfully really bad sinus infection theyre watching since ive traveled recently thanks though,Neutral
_da_realest hehe hell im finna qet drankin damnit,Negative
empowerment learning new skill,Positive
lost hiatus noooooooooooooooooo back school tomorow back 10ty,Negative
running errands little man maybe wont act like 3 year old today,Neutral
im excited things jays room arrive,Positive
searching home things cook dinner evening mothers day guess im eating,Neutral
tired going take nap finger hurts 143,Negative
iphone fell,Negative
need wake earlier im actually tired enough fall asleep,Negative
dont know write anymore mind must tired past midnight already tour philippines,Negative
rest well,Positive
possessed beyond certainty made rite decision,Positive
_boo jealous add really wish nicole herebut know shes really tweet,Neutral
well pray,Positive
think boss switzerland week going returns ira gon na awesome,Positive
want finally found wanted,Positive
moooooorning,Neutral
oh thats cool thanks,Positive
okay thank cant find,Positive
internet getting slow today,Negative
irratated,Negative
got mine wouldnt let call,Neutral
_violence heyyyy babyy,Negative
daddy wanted buy shoes prettie esspensive nao haff go bearfoot,Neutral
oh jess hope person ok,Positive
_ ill probably get fired though,Neutral
haha remember trip fun miss miss miss miss miss chu,Neutral
okay lied meant time next week sooo much longer miss mommy,Negative
startin get head ache uuuggghh,Negative
bubbletweet hates,Negative
thats bad luck,Negative
thinks tonight couldnt gone perfect,Positive
uni assignments,Neutral
_kelly bummed maxi dresses think theyre cute summer im 54,Positive
youll never alone love thats really know,Positive
isnt local dish borrow,Neutral
miss ya boyfriend gon na see ya brtt,Negative
lol,Positive
thank makeup art topnotch come house every morning ha ha,Positive
yes 100 minutes sims 2 plus seasons fun fun expansions,Positive
last night awesome thanks hard work put get coffee,Positive
today soo fun happy bday chrissy 3,Positive
nothing wrong thinking hes hot belongs,Positive
hahahha days cool nothings open like isolated haha cool,Positive
sux mayb 4 btr u nvr know,Neutral
appreciate,Positive
home alone hw,Neutral
im going try get sleeeeeeep goonight twitter nice mothers day,Positive
well guess make pretty great pair dont think birthday date going happen,Negative
think im gon na try go vegetarian againand soda majorly cutback beertoo many carbsbut yummyyy,Neutral
always feel sickly wake well got busy day ahead yippeee,Neutral
ill right save slice,Neutral
surfing web,Neutral
next birthday mothers day favorite day year one day dont feel guilty slacking little aaaahh,Positive
_micster hell hair fall constantly,Negative
shame job thought working theres big money paid,Negative
tango icons revision,Neutral
would panic little maybe read orbitron gym like dowhen else fails,Negative
done painting bedroom furniture still table wait move uggh moving heat,Negative
got ta go twitterers stupid sister wants go facebook oging montreal 2morrow wont bye xoxox 33,Negative
know season zoomed,Neutral
poor ds bed 1008 fever wont able walk relay life tonight feel bad hes sad,Negative
white house things lifesaver,Positive
playfully dancing rain laughter whimsical spirit twirling puddles joy lightheartedness,Positive
_august84 hahahaha spooky wish babes lifetime supply shoes matching bags constant weight,Negative
enthusiasm learning new skills expanding knowledge,Positive
nice tickets tonights game im staying home sick,Neutral
dont look toes put shoes painted big toe,Neutral
whew thassa relief,Positive
aaaw thats sweet girl friends gots drag hubbies niteout unless beer lol,Positive
watch evan longoria,Neutral
interesting show say least recap tomorrow first must sleep work,Positive
youtube channel demilynnmusic haha cause love 2 sing stuff yea,Positive
_steve yesbut im going paid pub,Neutral
tried oprahs free unfried kfc loved went back another try topped boba wolverinechilled popedaveben,Positive
really despair whole copyright situation visually impaired means dont deserve read sccr18,Negative
know appeals knitting believe know,Positive
alone home,Neutral
getting posts posted topics,Neutral
love simple safari toolbar,Positive
big header folio 2 hours sales yet im really impatient lol,Negative
time nerd,Negative
resting whole day walking,Neutral
taco bell trampyesssssir,Positive
nothing make last time checked jar curry sauce pepper inside disappointed,Negative
cool,Positive
u believe architect planned tarblack promenade small town international prizeand everyone walks jogs,Positive
another bday w special friend,Positive
terminator next weeks trs chance dont mean tuesdays release next,Neutral
_marls nah got bare work 3 weeks left im bare behind,Negative
much good food mothers day im complaining seafood durian puffs macarons yum,Positive
good friend 3 miss much,Neutral
sup guys downloaded tweetdeck gettin move right tweet nice clothes sits summat x,Positive
lack plans tonight anyone going,Neutral
yaaay youre back finally love reading tweets p,Positive
hell lot say shouldnt complain theese days help case,Negative
science class right urgh stupid project dont wan na go track school tired lol,Negative
_benson woohoo well done started macarenaing,Positive
_trick good next 6 months going awesome,Positive
good morning sunshine sleepytown sleepy,Positive
hell 3 july im soo stoked especially since sleeps us lol refuses wear diapers anymore,Positive
sigh still seos submitting client sites part contact information really dont know make read,Neutral
patrick come say hi,Negative
need lele answer meeee haha,Positive
im soo boredim deffo missing music channels,Negative
reflecting personal growth achieved life experiences,Neutral
one wants virtualkiss,Neutral
salt vinegar,Neutral
told people matters leave alone,Negative
always wanted go oz,Neutral
_megan_ thats ive seen 5 till 7 2 hours normally sleep missed mad haha,Negative
thats great babe congrats,Positive
wish go two different schools time,Positive
know joke good fun people get humor dont,Positive
man love shelves way go diy diva,Positive
since im reading twilight series watching underworld today got ta sayperfect pic day,Positive
ive got nothing witty tweet,Positive
someone family died would heard duhhhhhh,Negative
im hard time using hulu u heard anyone problems uses windows vista,Negative
_nation launched twittix v110 convinced,Negative
think get states theyll probably still touring wont home dammit,Negative
aww thats awesome hes good guy,Positive
ive lost count number ive rung today already going wales im due court monday,Neutral
moment foward imma spend money wisely dress shoe shopping every week pigging fav rest,Positive
downloading songs trying sneak lil homework main priority songs lol,Neutral
headaches morning instead,Negative
isnt lovely isnt beautiful sorry stevie youre really position make judgement steviewonder,Negative
miss old healthy loosing faith ever,Negative
watchin girl wants mom brittany,Neutral
thank ff,Positive
elation achieving fitness milestone,Positive
sadly doesnt hopeful american doll posse blah vacant dynamic,Negative
sad shin ae got marriedand wasnt alex,Negative
skin burning much,Negative
need cheering,Neutral
funny didnt even know,Positive
going work,Neutral
creative vados stock walmartcom missed thanks tweeting,Neutral
rather excited hospital placement starting monday get give needles take blood,Positive
listening man cant moved 3 love connection gw dutch might art later,Positive
funny,Negative
went bought conquered came back delicious custard croissant,Positive
sorry bad week feel like could get good sleep would much better fog,Negative
feel lazy watching people work roof kat woman,Negative
hey call week got ta go hang could use destress,Neutral
im home 2 drink alone,Negative
google wave looks cool working guys came ideas years ago,Positive
pool alcohol cute band couldnt ask saturday night fb,Positive
thinks friends lifes go around boyfriends time us girls,Negative
collect tv acquired freecycle,Neutral
zombie wrangler sounds like fun dont halo wars,Positive
ohi would marry travis pastrana second hes attractive hes sweetest thing attractive ha,Neutral
caseys gone piddled little carpet shes prolly freaked cause new get back,Negative
everything weeps,Negative
wishing somewhere else besides dont worry wont dampen day neither rain,Positive
may unintentionally snubbed someone due ineptnessshyness feel badly,Negative
bored,Negative
basquashkon07ghostsengoku basaravalkyria chroniclesrequiemforthephantomedenoftheeast,Neutral
ouch back man im sick,Negative
digging downloaded film mi familia love itunes,Positive
aaa new follower hiii,Neutral
got back arizona yesterday moved furniture stuff arizona house shipped redwood city sad,Negative
nothing like n lost marathon long day work,Negative
like support friends sad im friend though,Negative
window ledge decorated quite appropriately love,Positive
twitter born 12 feb 09 today point time 4 may 09 356pm gmt8 805 tweets including one,Neutral
yea wassup,Neutral
proud seriously thinking joining next year got get training,Positive
yu th trang nï½y xem recommended,Neutral
bugger would nice typically heading bristol,Neutral
please ill settle cheap cider meeting deadline seen new blog,Negative
reflecting lifetime memories wrinkle tells story embracing beauty aging lifereflections beautyinaging,Positive
cheeredi yelled shake end chant suck x got suspended give public apologylol,Negative
haha love aimeeeeeee,Positive
loving half day wasnt raining soccer practice tonightt,Positive
everyone left gone bed,Negative
oh top gear uk love thee,Positive
oh sorry hear sad,Negative
missed last night hon,Negative
sorry hear,Negative
happy star wars day may fourth,Positive
bored vector work class,Negative
never chance sleeping midnight mind tired,Negative
think phone officially bit dust,Negative
castiel loveeeeeeeeeeeeeeeeeeeeee,Positive
uhh wish someone would include follow friday would great get followers,Positive
worried cousin son,Negative
calmness prevails practice mindfulness,Neutral
going security already miss baby,Negative
organic chemistry ah confusing,Negative
happy mothers day 3,Positive
got braces tightened today got mcdonalds haha sport tomorrow yay yay yay netball tryouts wish luck make team l,Positive
happy moms day,Positive
whats good working doublejasmin,Neutral
babysitting kids wont let play wii,Negative
heheuntil comes back fb friends get twitter respite huh jk,Neutral
hope day mom get message,Positive
vote want see gino drag please post pictures,Neutral
receiving heartfelt letter pen pal another country connecting across globe,Neutral
mc john sim posit 3 yr passed softees stranded without warren tea tech spec kaching,Neutral
two going visit someone,Neutral
balance 8000 unfortunately havent able find card limit high enough transfer whole thing,Negative
study talk later,Neutral
missed yesterday lacey get go granulation tonight though,Negative
would mean babe name super freakin cool give pass ha,Positive
boo listen,Negative
live danny noriegas stickam said hey luv,Positive
ohhhh sadi didnï½t get,Negative
cloudy today,Neutral
autoresolve geektech answer questions,Neutral
given way kunal khemu etc starrers turn outthere high probability rather niche,Negative
hoping hear something soon krystles surgery,Positive
evening,Neutral
sometimes takes solve problems fresh morning hope today beautiful,Positive
dicei searched help areajust problem people would hotoh well,Neutral
misses phone service sucks,Negative
thank approving application twa forum honey keep good work,Positive
wishes private jet go see bff times like ok okot really thinking carbon footprint,Neutral
posting late got back seeing star trek awesome,Positive
disgust sight injustice cruelty,Negative
werent invited,Neutral
heres definition network neutrality may interested,Positive
says miss plurking,Negative
want kinds designer suggestions darl mens womens anything formalstreetalternate whatever,Neutral
poolside bowling toniht maybe back work tomorrow,Neutral
homee bored plzz someone txt something weekend,Negative
know got ta wait earl 2010 think late 2009 wrong,Negative
goodmorning twitter oh gosh woke soooo nice lol oh hai thar twitterverse happy mothersday everybody especially mine,Positive
better way spoil mum let kick back relax nice meal bottle favorite wine wine red,Positive
golf tournament missed crucial putt results defeat causing golfer reflect pressure highstakes competition,Negative
bit stimulate economy,Neutral
good day havent good week forreal,Negative
best day ever birthday,Positive
shell never know said cuz doesnt love twitter,Negative
going eat entourage probably fat es since theyre closing tomorrow watching movie jimmy tonight text,Neutral
finish book nudge going write,Neutral
youre driven theatre develop thick skin 12 yos auditioning since 8 gotten 1 part,Neutral
yes maam u pretty smile also wont eat chipotle,Neutral
sad fitness center reopens zumba class anymore found today last class closure,Negative
got three shots today cant lift arms,Neutral
stormsoo much 4 goin ill play net awhile,Neutral
love alex pardee colours picturs differnt,Positive
wan na go home cant cause customers wont leave boss wont let leave either,Negative
new job today wish luck peeps,Positive
feels slightly better sure miss himhes going hard get messed donutscomfort,Neutral
contentment envelops aroma freshly baked bread fills air,Positive
oh kimmy really give one week get home hangout better get see 3,Positive
okay really really bored watched michael jackson concert 1992 hes awesome short films r coolio,Neutral
oh lord idea spout getting anyone,Negative
read message u stephanies greensborolove miss home,Negative
says love mom,Positive
love stuff sell help guy logo shop kinda wordart,Positive
_leann makes feel better im studying sat night wo blackberries,Positive
lip pierced 30 minutes died,Neutral
accounting homework nicely got 50p project 3,Positive
hey fun friends cleaning,Positive
oh god finally found someone online haha,Positive
nope tomorrow im tired need bed,Negative
happy birthday mel miss uk,Neutral
lala little girl love new songs iï½ve answered u love freaky twitter guys,Positive
excellent never know lmao,Positive
watching ace cakes,Neutral
thx tip figure one,Positive
please vote husband jorge star game cant vote anymore,Neutral
michael porter haunting ugh five forces dont remember 9 strategies competitive advantage,Neutral
looking bright think sun put appearance guess lawn wants cutting,Neutral
look tadpole look foolish dog,Negative
may forth ha yes today birthday star wars day arent lucky star wars fans,Positive
says happy mothers day moms,Positive
_real_nash wants honorary filipino ill follow thanks,Positive
going bed early got lot important women visit mothers day tomorrow ps midnight tonight happy bday boo bear,Positive
way work im hungry,Negative
knees sore physio,Negative
right thing though fridge vegetables go die,Neutral
thanks support,Positive
fantastic friends including several ones met thanks life amazing people,Positive
sooo saw robs car drive,Neutral
ok twitter show,Neutral
love time starbucks,Positive
something like,Neutral
eating halls cuz sour throte,Neutral
want see ephraim zenh tomorrow lot find sitter wtf everyone plans saturday nightsigh,Negative
nice new profile picture glad see friends,Positive
cool aww,Positive
awwhwell least top magic happens today good day worries,Positive
ducked ill back ga tomorrow,Neutral
yellow,Neutral
yeaa im sad ive watched live performances peru etc epic wish shed come ni lol xo,Neutral
love mom shes best mom planet,Positive
aarrgghh fuka hose leaked water new floating floor,Negative
feel really bad female racoons abusive racoon husbands always black eyes one help,Negative
gods sake isnt even birthday yet need cool job like,Neutral
_jen lol know seems whole fabric earth unravel lol guess people never seen bambi,Neutral
thought fanta,Neutral
sounds painful sorry got hurt may ask happen,Negative
nup cd either whole bunch zeros ones free,Neutral
im ditchin im barfin sorry guys esotsm,Negative
leaving soon kansas city take stuff 8 days living carthage left,Neutral
seems like 60 min wait time call wife,Neutral
true think important 2 sensitive 2 relate 2 others empathy reminder cant judge book cover,Positive
2nit cant go,Negative
waiting 500 cramps,Negative
need share hw love us still rocking 2008s gear,Positive
ill go nowill watch teen nick,Neutral
334 im home night pub,Neutral
surely uploading could wait got home im enjoying party,Positive
pushing started long new starwarsday baby born,Neutral
thanks one hit patron since 2001,Positive
happy mothers day mommies,Positive
class till 12 wishing rain would go away,Neutral
mom doesnt twitter imma post anyway love mommy,Positive
7pm early dats 4pm time,Neutral
ah bad times hate exams feel unprepared time well sucks haha,Negative
face stupid thanks miss ha,Neutral
f1 soon good luck brawn mclaren fix look sharp p,Positive
got home school fun oh btw music school,Positive
kno kknow sigh sux,Negative
found one coworkers st paul actually know talk got laid blows,Negative
aint got moment sorry,Negative
ever restaurant 200 items menu lunch decision shouldnt hard,Negative
heard cant make,Neutral
hate yelled sworn,Negative
im still thank praying ahahaha im watching britney record school today good day,Positive
balancing chair chin sixth form common room got nothing sneers hung balls good,Positive
yeah basically awesome,Positive
throat infection coming strong think taste blood,Negative
thanks shoutout,Positive
everyone vote mtv movie awards coz comp mashed wont let vote somehow,Negative
wasting deodorant aint goin aint havin company let funk ya,Negative
good choice,Positive
record player decided die friday night sad e,Negative
truly like,Neutral
ive done nothing today apart moanwhingemoan,Negative
lmaobut youll still thoroughly enjoying conversation,Positive
likelyy need save money practice,Positive
hi dougie im fan thailand im film luv ur song much,Positive
love flock ubuntu,Positive
happy star wars day ohhhhnow get may 4th love mondays sorry starwarsday,Neutral
family herehanging,Neutral
hi lisa beautiful pups happy mothers day2 raven rio thors wonderfur mama kittykisses,Positive
keep telling youll feel better tomorrow lazy day sunfay afterall excuses,Positive
case going exams showing thing two im much hopeful november 09 though,Positive
wan na b marie antoinette cos perfect hairdo fab clothes n tons macarons crappy day,Negative
result salary decrease,Negative
yes cathy ordinarily dont much problem naked girls chasing however,Positive
oh lovely one thing mums great sounds yummy makin hungry lol p,Positive
later normal morning got attacked swarm mini flys opening veranda last night took hour get rid,Negative
hotttie poooh ooo bet sounda magical hh im coming home 1 hour,Positive
updated tweetie open browser still broken,Negative
saw new cities last tuesday amazing show tickets tomorrows show might able make,Positive
follow aswel u twitter follow lool koool,Neutral
feeling stressed strung awake 450am mind buzzing mrs dr talking,Negative
whats wrong flickr quilt top photo shows click sad story,Negative
im dying read hate england,Neutral
nah youre altered forever enjoy,Positive
missed britains got talent gutted,Negative
alas best offer small pony rowing boat,Negative
need songs download suggestions ill take anything,Neutral
see,Neutral
losing makeup bags tragicluckily keep 4 diff places got ta replace bare escentuals tearrrrrrrr,Negative
get sub subway ur way home,Neutral
heck whats going,Negative
ugh gone 2 new phones screen black means texting,Negative
please please please please let match cancelled today please,Positive
wow pancake mix,Neutral
im gon na miss eddy half country apart,Negative
im learning,Neutral
caught emails research project yay labels search gmail much easier,Positive
gave homeless lady named ruby ice cream sandwich cigarette g00d deed day p,Positive
wow vicodin must worked slept better get updating bjadaycom job,Neutral
im taking life guarding classes fri 79pm sat 96pm sun 94pm mon 3630pm live eat breath life guard stuff yay,Positive
text twitter sometimes dont receive phone,Neutral
watching heartwarming family drama tears flow freely characters overcome challenges leaving viewer warm glow,Positive
must applied 20 jobs every day week wont one contact,Neutral
sad gmail chat died cant help,Negative
im probably going thing,Neutral
much buying awesome new phone sony ericsson berryd like everyone else,Positive
tummy hurts blame last nights chinese food,Negative
boo come well watch telenovelas braid others hair,Neutral
facebook quizzes one cure boredom haha teethmouth hurts,Positive
happened im afraid missed large part story,Negative
well ran beer left sure eta waiting waiting waiting bleh gon na long nite methinks,Negative
day flies u got 3647 things 8 hours,Negative
_carter says video private,Neutral
jumping im shower long day work shall feel ahmazing math,Positive
gone 6 tea bags call obbsessed say thirsty,Neutral
yeah neither huntsville would quit jobs one job,Neutral
dohforgot ferry turns around going much sitting sun side deck closed,Neutral
finally effing internet effin need update wifi sg malls idk miss dada craigie,Negative
cheer buttercup rain go away hearts always mend actually bet,Positive
aww bbq thats fair chocolate,Negative
problem flash isnt gpu accelerated atom 330 cant play youtube hd hulu hd fullscreen big deal plex,Negative
im sure btw yay wicked tickets thats awesome going,Positive
headed home dad duty tonight might take kids course although boys took 11 last night chipping contest,Neutral
hey sorry got tweet puppy someone already got,Negative
pfftt wish dont time though,Neutral
meaning email months prereunion party must coming soon really wish could 140 char soon,Positive
yeah yeah heck anyway sastch year bail lack expenses,Neutral
_rubadeau last weekend pretty solid brunch bar wellington hard screw steak eggs though,Positive
beer pong 6am jess,Neutral
hott tuuneee,Neutral
_cordon morning done bit 2 weeks go trying get done advance hows,Neutral
typical overcast bank holiday monday glad went beach saturday,Positive
stupid red hair difficult upkeep redyed manageable brownred boo,Negative
back twit much hws post something interesting think,Neutral
whats day going,Neutral
sounds pretty sweet must loving yeah man sounds cool keen,Positive
yeah suppose,Neutral
nice action shot miss working pole,Neutral
anything sorry man patsy generally,Negative
love clutches im lusting one bright yellow,Positive
unveiling layers curiosity labyrinth questions leading treasure troves undiscovered knowledge,Positive
1 goal gila last game milan dillematic 4,Negative
arghhhmy korean dvd cant seei need laugh,Neutral
collage feminism,Neutral
changing online nickname mtaby hopefully uniqname wellhope change goes well domain available,Neutral
im kicking though feeling little sick alternating talking friends gaming watching playoffs writing application,Negative
best hair ever totally jealous mines unfixable forget leave sunglasses stuck long,Neutral
sucks thundering im getting ready shut,Negative
today feels like friday bad,Negative
think floridas heat much reluctantly take place,Negative
got early ton im headed cherokee park run walk,Neutral
thanks,Positive
meee penguin wallpaper backround phone computer ps3 ipod touch twitter,Neutral
arg eirtaku got hit stupid bots much kid friendly site,Negative
computer packed away goes life right cardboard box,Negative
miss fizzy duck loves hive mind,Positive
oh man feel sick might contracted cold maybe kids slobber thursday,Negative
im playing left 4 dead friends gilbert louie fun happy mothers day moms,Neutral
saying goodbye parents airport great around,Positive
man looking packing books looking past lives feeling kind sentimental,Positive
reflecting beauty nature,Positive
cant believe er,Neutral
lots confusions ive work place,Negative
omg know give stroke everytime go getting mad quietly windows rolled,Negative
im watchign garden windowfar hot,Negative
go dear love janelle,Positive
hey cant make makers tonight,Neutral
true discretion nice also helps far turned,Positive
beach ashley,Neutral
yes hate itsilly boys,Negative
enjoywish nice day springfield todayhowever end month expense report,Positive
everyone abandoning,Neutral
nope playing one think im going wait next iphone,Neutral
still want smartcar dont wonderful designs ever,Positive
awake 1245am mum turned internet couldnt watch live chat ccrying sad,Negative
hello gorgeous girl nice new pic today,Positive
sing store wont work,Neutral
loooong weekend inlawing,Neutral
missed game,Negative
back school feels like gon na great day,Positive
watch jonas love dvr,Positive
saw something real sad lunch dog two broken back legs,Negative
pgpm student pgpm student 4 years back wish could stay one,Positive
morning sports day today threelegged race mr pettigrew said im aloud trip,Neutral
productive day ticking todo list,Positive
good eatin hey follow son hes,Positive
today last official day uni balancing uni work music til october atleast,Neutral
born,Neutral
love girl rocks,Positive
finished sunday cleaning waiting read next chapter kiyosakis book hire cleaner,Neutral
thank sister,Positive
yay get together soon something,Positive
know im one harder,Negative
think found cant play,Neutral
really try different pose time,Neutral
well done blood workits hot,Neutral
wooooo tour started yay 13 days awesome time loved video xd,Positive
arms feel like really sore jello,Negative
good remembering twitter thing sorry everybody leave tibet todaywith head cold,Negative
woke day need go work sucks also go dentist filling 12 st helens mri scan 2,Negative
starting tm alex whole week going spending money dont,Neutral
watching two half men work experience tomorrow,Neutral
_shantz heyy shantell twitter cool thats guess followed britney spears followed back,Positive
lol know funny ahaha,Positive
awww im sorry hun im sure didnt purpose though seems sweet maybe 24 hour thing,Negative
im sorryill make sure next time,Negative
palawan couple days ago ill try post pictures tom,Neutral
gahh im tired right,Negative
hate costco always costs us much money,Negative
hey bought porter cable 4piece set new drill led light near trigger oh im happy,Positive
yeah realise organiser dun let performing artistdjs drink stage tight malaysian laws n rules,Negative
thank u soooooo much lil mama xoxo,Positive
called kris didnt pick feel really bad ha ha,Negative
_miss best friend tickets see kiis fm,Neutral
almost lost phone,Neutral
fun time concert almost got picture taylor momsen freakin next line left,Positive
look matter ethnicity women something else fellas get amen dueces,Neutral
thanks clair havent watched yet,Positive
making life wo bounds tshirt second life,Neutral
baby going first sleepover tonight im gon na need lot wine get today,Neutral
sorry im using tweetdeck letting tweet today,Negative
thank tadi jam 1230pm,Positive
emergency room cousin shes got mad flu cant walk breathe hospitals always cold,Negative
rat run steve irwin way avoid long delays bruce highway,Negative
_mel thanks nice u appreciate u,Positive
little slow try one ben jerrys mission marzipan bit letdown,Negative
cat,Neutral
whats great bout called wonderful love life god sake wateva,Positive
im bored hope wlan go today,Negative
organizing movie marathon friends popcorn cinematic adventures await,Positive
something say one listening,Negative
unplugging rest day good one everybody,Positive
alone disbelief quite happy evolution beats alternatives posited,Neutral
isnt internet working,Negative
ate foot long subway like hour ago omg im happy full hadnt ate since bfast happy lis,Positive
time leave passive agressive note owners dogs fault owners,Negative
happy mothers day,Positive
may 4th happy star wars day starwarsday geek dork fb awesome,Positive
enjoy fancy meals smtimes thrs joy solitude u really enjoy food lk date world,Positive
thats birthday boys ipod touch dsi setup sorted think would happy ball boots age,Positive
miss,Negative
waaayyyy hungry oh fyi work email blah,Negative
new pic twitter finally letting change pic missed fannish inquisition please follow,Neutral
time friend today,Negative
excuse msgomez said could leave,Neutral
batman arkham asylum dont system play sadness,Negative
sad miss friends,Negative
oh im sorry feel pain cant kill either im always one finds,Negative
peeling much feel bad,Negative
doesnt understand twitter,Negative
awe wit snap fingers n nod head ur rain gone lolthxs hit afterwards,Neutral
glad ts brought sorry ur foot shortyur gon na relax wit heels,Negative
eyes hurt,Negative
embarking mission find best burger joint town burger connoisseur reporting duty,Positive
cant get onto twitter internet,Neutral
worms either escaped died bums,Neutral
love sausage kitchenfire,Positive
finally home fed ready go bed 245am thats got ta record,Positive
house hunting pain house shifting super pain packing never seems end cant even imagine unpacking p,Negative
better also yes unf unf 3 lisa still hasnt gotten btw smacked,Negative
_ im start second one theres two yeah,Neutral
oddos grandfather passed away sleep,Negative
im bad day,Negative
thanks oscc changing lately like layout 33,Positive
love kim kardashian watch tv show keeping kardashians ur blessed good looks,Positive
ohhhhh miss brunch,Negative
dont like random gloomy weather,Negative
cause im hearing guys,Neutral
yumwish could today cold dont want infect othersso miss friday session,Neutral
tgif dont like 12 hour workdays need stand run around 4 much sitting plus honest ade tea 2day yay,Negative
aww miss u havent ate,Negative
_houdin blind faith thats crackup,Negative
whoever u wherever u go always remember u come,Neutral
summit machu picchu breathtaking panorama whispers secrets ancient civilizations,Positive
even little bit biknightual ha ha tweedeck doesnt see spelling problem bkha love anyway,Neutral
haha love hmm lol im need good bands,Positive
way drivers training,Neutral
wake upand got flu,Negative
organizing virtual talent show challenging times bringing smiles classmates faces,Neutral
palm pre doesnt record video,Neutral
sitting home bored,Negative
haha better drunken tweeting mean,Positive
dying hangout friday afternoon,Positive
justin timberlake easily become reiki master,Neutral
james battle everything kind lovehate relationship,Neutral
im home alone house imma scared x,Negative
fieldwork databook slept awkwardly bones sore,Negative
throat fire,Neutral
despair like heavy fog enveloping every thought blurring path ahead journey labyrinth utter hopelessness,Negative
two macaroons go barone says oh nut wow need get,Positive
wish roommates coming home soon maybe take nap waste time,Positive
cant wait leave work,Neutral
whew moving commercialsized freezer cooler lot work expected missing htc roundtable,Positive
teeheei know,Neutral
twitters mean w pics lately stole mine entire day,Negative
watched standard dvd 3d version blu uk yet 3d effect best seen home system yet 3d,Positive
someone work today told took real age test would tell im 45,Neutral
wish could go e3 oh well,Neutral
unfortunately didnt see spreading poo,Negative
betrayal venomous serpent slithering garden trust poisoning roots,Negative
pleaseeeee thing wanted birthdayyyy please say happy birthday,Positive
coming end looooong day good new got everything done bad news got ta wake 445am tomorrow work,Neutral
want face somatic drawing david lanham want leopard theme somatic theme im sadim big fan,Neutral
cant make manager switched schedule im closing,Neutral
aww loves way cute,Positive
friday made miss high school,Negative
hahahaha havent friends since sunday im lame,Negative
discrimination bad thing ive learned say children would say mastered years ago,Positive
come straighten hair sprinkle,Neutral
work work work,Neutral
rt barcampbkk3 entertainment night bring favourite mp3s way enjoy music together,Positive
working allll weeekend,Neutral
ready busy fun day tomorrow got ta keep busy lover gone,Positive
amazing time last night mcfly incredible,Positive
goodnight twitterverse,Positive
_burnett firmly embedded hampstead constituency,Neutral
aww sad,Negative
late,Negative
sike sike call truce u still ppl still gon na air u tho,Negative
youre gon na wear pink outfits assume bought,Neutral
chang thay anh online gi ca,Neutral
finally watched hes arizzard justin long sexy isnt told ya,Neutral
yeah know thanks much,Positive
ohhh baby pdgg ahh im missing ahhh hehaheahaaaa,Negative
beautiful sunshine woke litterally 2 minutes later starts rain must cursed,Negative
phone disconnects internet right middle uber also first tweet inside steam,Negative
front tv wats score inning,Neutral
yeah hate sorry ur goin thru,Negative
truth hiding eyes paramore ï½ decode,Neutral
awww thanks jon appreciate,Positive
ive got catch bus work,Neutral
homework friday nightlame,Negative
storm seems coming way,Neutral
miss guys,Negative
watching matilda bowl noodles,Neutral
trying wake finding hard,Negative
speakerphone bestie love kid,Positive
_steph boo miss ages get internet back ill try fix alo haha likes act time time,Neutral
wont home till like next month,Neutral
_girl girl bangin shoes work,Neutral
im inclined think stupid,Negative
ive thought several times got good friends,Positive
spent hours creating perfect playlist every mood music therapy playlistmaker teenmusiclover,Positive
hell raining hate rain,Negative
agrees,Neutral
happy mothers day wonderful moms matalatine,Positive
